root_domain	host	target_name	category	source_url	frontendatlas_url	route_type	state	contacted_on	last_checked_on	next_check_on	result_reason	evidence_url
cscareerhub.com	cscareerhub.com	CS Career Hub resume and ATS resources	resource_library	https://cscareerhub.com/wiki-faq/information-career/application-process/resumes	https://frontendatlas.com/tools/cv	form	submitted	2026-09-01	2026-09-01	2026-09-08	Submitted one message through the official no-login contact form using the wiki's requested [feedback] prefix; the /success page confirmed successful submission; the message proposes the CV Linter for the Resumes page and discloses FrontendAtlas affiliation, product behavior, privacy wording, and no paid-placement, reciprocal-link, or rel request; optional email and Discord fields were left blank, so follow-up will rely on live-page checks; registry, historical-report, Gmail, and indexed-site checks found no prior action or listing; absent canonical and generic-feedback-channel risks remain; the live Semrush recheck remained unavailable because the connected account had insufficient API units, and outreach proceeded under the user's explicit direction	https://cscareerhub.com/success
itzashoffcl.github.io	itzashoffcl.github.io	Awesome WebDev Resources	open_source_resource	https://itzashoffcl.github.io/awesome-webdev-resources/	https://frontendatlas.com/machine-coding	pull_request	submitted	2026-09-01	2026-09-01	2026-09-08	Opened public PR #23 after registry, historical-report, Gmail, live-site, repository-code, and open-and-closed issue/PR checks found no prior FrontendAtlas action or listing; the one-line README change adds FrontendAtlas Machine Coding under Coding Challenge Platforms and the verified diff is one addition with zero deletions; the PR discloses FrontendAtlas affiliation and freemium access and makes no paid-placement or reciprocal-link request; the published site uses direct followed links in permanent self-canonical content, but repository inactivity since 2024 raises acceptance and maintenance risk; the live Semrush recheck remained unavailable because the connected account had insufficient API units, and outreach proceeded under the user's explicit direction	https://github.com/ItzAshOffcl/awesome-webdev-resources/pull/23
futile.in	www.futile.in	Futile JavaScript interview learning guide	resource_library	https://www.futile.in/guides/javascript	https://frontendatlas.com/guides/framework-prep/javascript-prep-path	form	submitted	2026-09-01	2026-09-01	2026-09-08	Submitted once through the official public no-login Google Form as a useful-link suggestion for the existing JavaScript Interview prep / revision resources section, explicitly not as the beginner starting point; Google Forms confirmed that the response was recorded; the message discloses FrontendAtlas affiliation and freemium access and makes no paid-placement or reciprocal-link request; registry, historical-report, Gmail Sent/Drafts/Scheduled, live-page, public-repository code, and open-and-closed issue/PR checks found no prior action or listing; the optional email field was left blank, so follow-up will rely on live-page checks; published resource links are direct and followed but use noreferrer, which limits referral attribution, and the site canonicalizes to www; the live Semrush recheck remained unavailable because the connected account had insufficient API units, and outreach proceeded under the user's explicit direction	https://www.futile.in/feedback
codecipher.org	www.codecipher.org	Code and Cipher programming resources	resource_library	https://www.codecipher.org/resources	https://frontendatlas.com/	email	closed		2026-09-01		A registry omission was recovered from Gmail: a single affiliation-disclosed suggestion was sent to the official published resource address; the Gmail header is 2026-08-31 in its recorded offset and 2026-09-01 in the repository timezone, but a delivery-status notification confirmed that the recipient server was misconfigured and the message was not delivered; no alternate public submission route was verified, so the opportunity is closed and duplicate outreach is suppressed	https://www.codecipher.org/resources
raeforward.com	raeforward.com	Rae Forward learning and career resources	resource_library	https://raeforward.com/resources/	https://frontendatlas.com/interview-questions/essential	email	contacted	2026-09-01	2026-09-01	2026-09-08	A recent registry omission was recovered from Gmail Sent: an affiliation-disclosed Essential 60 suggestion was sent once through the public resource-suggestion route on 2026-09-01 Europe/Istanbul; the same-day delivery-status audit found no bounce for this domain; acceptance and live placement remain unverified	https://raeforward.com/resources/
92nodes.com	92nodes.com	92nodes free developer resources	directory	https://92nodes.com/resources/free-developer-resources	https://frontendatlas.com/	email	contacted	2026-09-01	2026-09-01	2026-09-08	A recent registry omission was recovered from Gmail Sent: an affiliation-disclosed FrontendAtlas suggestion was sent once to the public developer-resource directory on 2026-09-01 Europe/Istanbul; the same-day delivery-status audit found no bounce for this domain; acceptance and live placement remain unverified and the domain remains suppressed despite being outside the current quality scope	https://92nodes.com/resources/free-developer-resources
workbc.ca	www.workbc.ca	WorkBC Web Developers and Programmers career profile	government_career	https://www.workbc.ca/career-profiles/web-developers-and-programmers	https://frontendatlas.com/html-css/interview-questions	email	contacted	2026-08-28	2026-09-01	2026-09-11	A registry omission was recovered from Gmail Sent: a career-profile content suggestion linking the exact FrontendAtlas HTML and CSS interview page was sent on 2026-08-28; the delivery-status audit found no matching bounce, which is not an acceptance or delivery guarantee; no live placement is verified	https://www.workbc.ca/career-profiles/web-developers-and-programmers
redi-school.org	www.redi-school.org	ReDI Introduction to Front-End Development	resource_library	https://www.redi-school.org/web-development/copenhagen/dwp/introduction-to-front-end-development	https://frontendatlas.com/guides/interview-blueprint/quiz	email	contacted	2026-08-26	2026-09-01	2026-09-09	A registry omission was recovered from Gmail Sent: an affiliation-disclosed optional fundamentals diagnostic was sent for the current frontend course on 2026-08-26; the delivery-status audit found no matching bounce, which is not an acceptance or delivery guarantee; no live placement is verified	https://www.redi-school.org/web-development/copenhagen/dwp/introduction-to-front-end-development
womencodingcommunity.com	www.womencodingcommunity.com	Women Coding Community Interview Preparation programme	resource_library	https://www.womencodingcommunity.com/programme-interview-preparation	https://frontendatlas.com/guides/interview-blueprint/javascript-interviews	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent: a frontend JavaScript interview resource suggestion was sent on 2026-08-25; the delivery-status audit found no matching bounce, which is not an acceptance or delivery guarantee; acceptance and live placement remain unverified	https://www.womencodingcommunity.com/programme-interview-preparation
projectbasta.com	www.projectbasta.com	Project BASTA Code2Career	resource_library	https://www.projectbasta.com/code2career	https://frontendatlas.com/guides/interview-blueprint/javascript-interviews	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent: a free frontend JavaScript interview-practice suggestion was sent for Code2Career on 2026-08-25; the delivery-status audit found no matching bounce, which is not an acceptance or delivery guarantee; acceptance and live placement remain unverified	https://www.projectbasta.com/code2career
sdeskills.com	www.sdeskills.com	SDE Skills interview resources	resource_library	https://www.sdeskills.com/resources	https://frontendatlas.com/guides/interview-blueprint/javascript-interviews	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent: an affiliation-disclosed frontend JavaScript interview resource was suggested through the public resources route on 2026-08-25; the delivery-status audit found no matching bounce, which is not an acceptance or delivery guarantee; acceptance and live placement remain unverified	https://www.sdeskills.com/resources
code2040.org	www.code2040.org	CODE2040 Fellows Program Toolkit	resource_library	https://www.code2040.org/fellows-program-toolkit	https://frontendatlas.com/guides/interview-blueprint/javascript-interviews	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent: a free frontend interview resource was suggested for the Fellows toolkit on 2026-08-25; the delivery-status audit found no matching bounce, which is not an acceptance or delivery guarantee; acceptance and live placement remain unverified	https://www.code2040.org/fellows-program-toolkit
codeyourfuture.io	curriculum.codeyourfuture.io	CodeYourFuture Interview Day Prep curriculum	open_source_resource	https://curriculum.codeyourfuture.io/piscine/sprints/4/prep/	https://frontendatlas.com/guides/interview-blueprint/javascript-interviews	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent and a general automated routing receipt: a JavaScript interview resource suggestion was sent on 2026-08-25; the curriculum-page mapping is supported by the message context but remains medium confidence; the receipt is not editorial acceptance and no live placement is verified	https://curriculum.codeyourfuture.io/piscine/sprints/4/prep/
techqueria.org	techqueria.org	Techqueria Career Growth resources	resource_library	https://techqueria.org/resources/career-growth/	https://frontendatlas.com/guides/interview-blueprint/javascript-interviews	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent: an affiliation-disclosed frontend JavaScript interview suggestion was sent for the Career Growth resources on 2026-08-25; the delivery-status audit found no matching bounce, which is not an acceptance or delivery guarantee; no live placement is verified	https://techqueria.org/resources/career-growth/
colorstack.org	wiki.colorstack.org	ColorStack interview resources	resource_library	https://wiki.colorstack.org/the-colorstack-family/career-development/career-center/catalinas-corner/interviews	https://frontendatlas.com/guides/interview-blueprint/javascript-interviews	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent: a free JavaScript interview-practice resource was suggested for the ColorStack Wiki on 2026-08-25; the delivery-status audit found no matching bounce, which is not an acceptance or delivery guarantee; no live placement is verified	https://wiki.colorstack.org/the-colorstack-family/career-development/career-center/catalinas-corner/interviews
codepath.org	books.codepath.org	CodePath Interview Prep Resources	resource_library	https://books.codepath.org/student-handbook/technical-interviewing/studying-for-tech-interviews/interview-prep-resources-part-i	https://frontendatlas.com/guides/interview-blueprint/javascript-interviews	email	closed		2026-09-01		A registry omission was recovered from Gmail: a frontend-focused interview resource suggestion was attempted on 2026-08-25, but a delivery-status notification confirmed that the message was undeliverable; no successful submission or alternate current route is verified, so duplicate email outreach is suppressed	https://www.codepath.org/career-services/career-kit
hackyourfuture.dk	program.hackyourfuture.dk	HackYourFuture Mock Technical Interview	resource_library	https://program.hackyourfuture.dk/mentor/roles/career-mentors/interview-training/mock-technical-interview	https://frontendatlas.com/guides/interview-blueprint/javascript-interviews	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent: a JavaScript practice companion was suggested for mock technical interview preparation on 2026-08-25; the delivery-status audit found no matching bounce, which is not an acceptance or delivery guarantee; no live placement is verified	https://program.hackyourfuture.dk/mentor/roles/career-mentors/interview-training/mock-technical-interview
rewritingthecode.org	rewritingthecode.org	Rewriting the Code interview resources	resource_library	https://rewritingthecode.org/resources/member-resources/how-the-rtc-community-prepares-for-technical-interviews/	https://frontendatlas.com/guides/interview-blueprint/javascript-interviews	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent: a free JavaScript interview-practice resource was suggested for RTC members on 2026-08-25; the delivery-status audit found no matching bounce, which is not an acceptance or delivery guarantee; no live placement is verified	https://rewritingthecode.org/resources/member-resources/how-the-rtc-community-prepares-for-technical-interviews/
sagehuz.com	www.sagehuz.com	SageHuz developer resources	resource_library	https://www.sagehuz.com/resources	https://frontendatlas.com/javascript/coding/js-debounce	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent: a free JavaScript debounce challenge was suggested on 2026-08-25; the delivery-status audit found no matching bounce, but the current public surface has changed and now has weaker topical fit; acceptance and live placement remain unverified and the root stays suppressed	https://www.sagehuz.com/resources
toolfound.com	toolfound.com	Toolfound FrontendAtlas listing	directory	https://toolfound.com/tool/frontendatlas	https://frontendatlas.com/	form	live_link	2026-08-25	2026-09-01	2026-09-15	A registry omission was recovered from public and Gmail evidence: the listing was published and ownership verified on 2026-08-26; Browser verification on 2026-09-01 found two clean direct FrontendAtlas root anchors with rel noopener, no nofollow ugc or sponsored token, a self-canonical source, and index follow robots	https://toolfound.com/tool/frontendatlas
bigideasdb.com	bigideasdb.com	BigIdeasDB LaunchDB	launch_directory	https://bigideasdb.com/docs/launchdb	https://frontendatlas.com/	email	human_positive	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail: the LaunchDB submission could not be completed because of a logo-upload blocker, and a human response only offered troubleshooting through file renaming or a screenshot; this is positive human assistance rather than an accepted submission or live listing	https://bigideasdb.com/launchdb
indietools.work	indietools.work	Indie Tools submission	directory	https://indietools.work/	https://frontendatlas.com/	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent: the public Submit a Tool flow failed with an authentication and CSRF error, so one support message describing the blocker and FrontendAtlas was sent; the delivery-status audit found no matching bounce, but no successful tool submission or live listing is verified	https://indietools.work/
wantaninternship.com	wantaninternship.com	WantAnInternship CV toolkit	directory	https://wantaninternship.com/	https://frontendatlas.com/tools/cv	email	contacted	2026-08-25	2026-09-01	2026-09-08	A registry omission was recovered from Gmail Sent: a FrontendAtlas CV resource submission was sent once on 2026-08-25 through the public Submit route; the delivery-status audit found no matching bounce, which is not an acceptance or delivery guarantee; publication and live link remain unverified	https://wantaninternship.com/
webapps.directory	webapps.directory	Web Apps Directory listing	directory	https://webapps.directory/	https://frontendatlas.com/	form	submitted	2026-08-25	2026-09-01	2026-09-22	A registry omission was recovered from the official submission receipt: FrontendAtlas entered the free standard review queue on 2026-08-25, with human review stated as taking up to four weeks; the receipt is not acceptance or publication and no live listing is verified	https://webapps.directory/
dantes.io	dantes.io	Dantes React learning resources	resource_library	https://dantes.io/contribute	https://frontendatlas.com/guides/framework-prep/react-prep-path	form	submitted	2026-09-01	2026-09-01	2026-09-08	A registry omission was recovered from the official verification and receipt flow: the React preparation path was received and marked under review on 2026-09-01; this confirms submission only, not acceptance, publication, or a live link	https://dantes.io/contribute
digitalskillslibrary.org	digitalskillslibrary.org	BRIDGES Digital Skills Library CV resources	resource_library	https://digitalskillslibrary.org/bridges/	https://frontendatlas.com/tools/cv	form	submitted	2026-09-01	2026-09-01	2026-09-08	A registry omission was recovered from the CrowdED and BRIDGES Google Forms response receipt: the FrontendAtlas CV resource was recorded on 2026-09-01; the receipt confirms submission only and no editorial acceptance or live placement is verified	https://docs.google.com/forms/d/e/1FAIpQLSdXEW0JnXHj9JHzqdW12CHFIVlF4OnlT2s2mC4p71xIqaolUg/viewform
bcs.org	www.bcs.org	BCS Web Developer career quiz resources	resource_library	https://www.bcs.org/it-careers/tech-career-quiz/quiz/web-developer/	https://frontendatlas.com/guides/interview-blueprint/ui-interviews	form	submitted	2026-08-26	2026-09-01	2026-09-08	A registry omission was recovered from the official contact receipt: a support ticket was created for the UI interview resource suggestion and a five-business-day response target was stated; the automated ticket is not editorial acceptance or publication and no live link is verified	https://www.bcs.org/contact-us/
webpack.js.org	webpack.js.org	webpack Modules further reading	official_docs	https://webpack.js.org/concepts/modules/	https://frontendatlas.com/javascript/trivia/js-esm-vs-cjs	pull_request	live_link	2026-08-29	2026-09-01	2026-09-15	A registry omission was recovered from public PR 8343, which was merged; the current self-canonical Modules page contains the exact FrontendAtlas ESM versus CommonJS URL in permanent Further Reading content with a direct followed anchor whose rel only contains noopener and noreferrer	https://github.com/webpack/webpack.js.org/pull/8343
htmlhint.com	htmlhint.com	HTMLHint head-script-disabled documentation	official_docs	https://htmlhint.com/docs/user-guide/rules/head-script-disabled	https://frontendatlas.com/html/interview-questions	pull_request	human_negative	2026-08-28	2026-09-01		A registry omission was recovered from public PR 1912: although the pull request remains open, a maintainer explicitly asked for the FrontendAtlas section and link to be removed; the direct editorial rejection is terminal for this backlink opportunity while any link-free documentation work remains separate	https://github.com/htmlhint/HTMLHint/pull/1912#issuecomment-5452921691
astro.build	docs.astro.build	Astro imports documentation	official_docs	https://docs.astro.build/en/guides/imports/	https://frontendatlas.com/javascript/trivia/js-esm-vs-cjs	pull_request	human_negative	2026-08-29	2026-09-01		A registry omission was recovered from public PR 14483, which was closed unmerged after a maintainer stated that the interview-preparation link was not useful for the Astro imports guide; the direct editorial rejection is terminal and duplicate outreach is suppressed	https://github.com/withastro/docs/pull/14483#issuecomment-5476897985
learnxinyminutes.com	learnxinyminutes.com	Learn X in Y Minutes JavaScript resources	open_source_resource	https://learnxinyminutes.com/javascript/	https://frontendatlas.com/javascript/interview-questions	issue	closed	2026-08-31	2026-09-01		Public issue 5596 was closed as completed on 2026-08-31 with no public comment, linked pull request, or verified off-GitHub FrontendAtlas placement; because no direct rejection rationale was given, the terminal outcome is recorded as closed rather than human_negative	https://github.com/adambard/learnxinyminutes-docs/issues/5596
al-husayn.github.io	al-husayn.github.io	Awesome UI Resources machine coding entry	open_source_resource	https://al-husayn.github.io/awesome-ui-resources/	https://frontendatlas.com/machine-coding	pull_request	submitted	2026-08-31	2026-09-01	2026-09-08	A registry omission was recovered from public PR 1; the FrontendAtlas machine-coding addition remains open and only automated review is present, so acceptance and off-GitHub publication are not verified	https://github.com/al-husayn/awesome-ui-resources/pull/1
jpdiaz.dev	freeforgeeks.jpdiaz.dev	FreeForGeeks Essential 60 entry	open_source_resource	https://freeforgeeks.jpdiaz.dev/	https://frontendatlas.com/interview-questions/essential	pull_request	submitted	2026-09-01	2026-09-01	2026-09-08	A registry omission was recovered from public PR 299; the FrontendAtlas Essential 60 addition remains open with only automated review and no human decision; the current HTTPS off-GitHub homepage returns 200 without a redirect, while acceptance and live placement remain unverified	https://github.com/JuanPabloDiaz/freeForGeeks/pull/299
projectlearn.io	projectlearn.io	ProjectLearn React autocomplete tutorial	open_source_resource	https://projectlearn.io/	https://frontendatlas.com/react/coding/react-autocomplete-search-starter	pull_request	submitted	2026-09-01	2026-09-01	2026-09-15	Public PR 140 is open and proposes one React project-tutorial catalog entry; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/Xtremilicious/projectlearn-project-based-learning/pull/140
fehub.app	fehub.app	Frontend Resource Hub JavaScript resources	open_source_resource	https://fehub.app/	https://frontendatlas.com/	pull_request	submitted	2026-09-01	2026-09-01	2026-09-15	Public PR 3 is open and adds one affiliation-disclosed FrontendAtlas resource entry; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/qq919006380/Frontend-Resource-Hub/pull/3
codesociety.xyz	resources.codesociety.xyz	Code Society programming patterns resources	open_source_resource	https://resources.codesociety.xyz/	https://frontendatlas.com/system-design	pull_request	submitted	2026-09-01	2026-09-01	2026-09-15	Public PR 12 is open and proposes FrontendAtlas under Programming Patterns and Design; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/Code-Society-Lab/resources/pull/12
hackyourfuture.dk	program.hackyourfuture.dk	HackYourFuture specialist mock-interview preparation	open_source_resource	https://github.com/HackYourFuture-CPH/program/blob/main/shared-modules/specialist-career-training/week2/preparation.md	https://frontendatlas.com/guides/framework-prep/react-prep-path	pull_request	submitted	2026-08-31	2026-09-01	2026-09-14	Public PR 329 is open and adds an optional React interview-preparation resource; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/HackYourFuture-CPH/program/pull/329
johnnnmai.github.io	johnnnmai.github.io	Awesome Tech Interview Prep General Resources	open_source_resource	https://johnnnmai.github.io/awesome-tech-interview-prep/	https://frontendatlas.com/interview-questions/essential	pull_request	submitted	2026-08-31	2026-09-01	2026-09-14	Public PR 1 is open and proposes Essential 60 under General Resources; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/Johnnnmai/awesome-tech-interview-prep/pull/1
lit.dev	lit.dev	Lit Shadow DOM references	official_docs	https://lit.dev/docs/components/shadow-dom/	https://frontendatlas.com/html/trivia/html-shadow-dom	pull_request	submitted	2026-08-29	2026-09-01	2026-09-12	Public PR 1484 is open and proposes one practical Shadow DOM companion resource; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/lit/lit.dev/pull/1484
rollupjs.org	rollupjs.org	Rollup introduction module-systems companion	official_docs	https://rollupjs.org/introduction/	https://frontendatlas.com/javascript/trivia/js-esm-vs-cjs	pull_request	submitted	2026-08-29	2026-09-01	2026-09-12	Public PR 6495 is open and proposes an ESM and CommonJS companion link in the introduction; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/rollup/rollup/pull/6495
ny.gov	designsystem.ny.gov	New York State Design System accessibility developers guidance	official_docs	https://designsystem.ny.gov/foundations/accessibility/developers/	https://frontendatlas.com/incidents/modal-screen-reader-failure	pull_request	submitted	2026-08-29	2026-09-01	2026-09-12	Public PR 563 is open and proposes a worked modal focus-management example; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/ITS-HCD/nysds-site/pull/563
orange.com	a11y-guidelines.orange.com	Orange accessibility keyboard-navigation guidance	official_docs	https://a11y-guidelines.orange.com/en/web/develop/keyboard-navigation/	https://frontendatlas.com/incidents/modal-screen-reader-failure	pull_request	submitted	2026-08-29	2026-09-01	2026-09-12	Public PR 954 is open and proposes one optional modal-focus failure example; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/Orange-OpenSource/a11y-guidelines/pull/954
hackyourfuture.dk	program.hackyourfuture.dk	HackYourFuture Mentor Guide mock technical interview	open_source_resource	https://program.hackyourfuture.dk/mentor/roles/career-mentors/interview-training/mock-technical-interview	https://frontendatlas.com/machine-coding	pull_request	submitted	2026-08-29	2026-09-01	2026-09-12	Public PR 9 is open and proposes one optional frontend challenge resource; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/HackYourFuture-CPH/MentorGuideGitBook/pull/9
codeyourfuture.io	curriculum.codeyourfuture.io	CodeYourFuture CV structure guidance	open_source_resource	https://github.com/CodeYourFuture/curriculum/blob/main/org-cyf-guides/content/employability/cvs/structure/index.md	https://frontendatlas.com/tools/cv	pull_request	submitted	2026-08-29	2026-09-01	2026-09-12	Public PR 1997 is open and proposes an optional final CV self-check; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/CodeYourFuture/curriculum/pull/1997
agriculture.gov.au	design-system.agriculture.gov.au	Agriculture Design System loading error and empty states	official_docs	https://design-system.agriculture.gov.au/patterns/loading-error-empty-states	https://frontendatlas.com/guides/system-design-blueprint/ux	pull_request	submitted	2026-08-28	2026-09-01	2026-09-11	Public PR 2180 is open and proposes related data-state guidance with one optional exercise; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/agriculturegovau/agds-next/pull/2180
formly.dev	formly.dev	Formly core API configuration scope	official_docs	https://formly.dev/docs/api/core/	https://frontendatlas.com/angular/trivia/angular-forroot-forchild	pull_request	submitted	2026-08-28	2026-09-01	2026-09-11	Public PR 4193 is open and explains FormlyModule root and child injector scope with optional further reading; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged Review 2026-09-19 recorded the contribution as merged but found no intended FrontendAtlas anchor in the rendered page https://formly.dev/docs/api/core/. Merge does not establish a live backlink; not rechecked during registry consolidation.	https://github.com/ngx-formly/ngx-formly/pull/4193
ngxs.io	www.ngxs.io	NGXS unit-testing action collector recipe	official_docs	https://www.ngxs.io/recipes/unit-testing	https://frontendatlas.com/angular/trivia/rxjs-subject-vs-behaviorsubject-vs-replaysubject-vs-asyncsubject	pull_request	published	2026-08-27	2026-09-01	2026-09-08	Public PR 2488 merged on 2026-08-27 and the default-branch source contains the FrontendAtlas link, but Browser verification found no FrontendAtlas anchor yet on the self-canonical index follow off-GitHub page; deployment remains pending Review 2026-09-19 still found no intended FrontendAtlas anchor in the rendered page https://www.ngxs.io/recipes/unit-testing/ despite the merged contribution; not rechecked during registry consolidation.	https://github.com/ngxs/store/pull/2488
the-guild.dev	the-guild.dev	Apollo Angular Queries guide	official_docs	https://the-guild.dev/graphql/apollo-angular/docs/data/queries	https://frontendatlas.com/angular/trivia/angular-ngoninit-vs-constructor	pull_request	submitted	2026-08-27	2026-09-01	2026-09-10	Public PR 2434 is open and proposes query lifecycle timing clarification plus one optional external resource; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/the-guild-org/apollo-angular/pull/2434
alpinejs.dev	alpinejs.dev	Alpine Reactivity guide	official_docs	https://alpinejs.dev/advanced/reactivity	https://frontendatlas.com/vue/trivia/vue-reactivity-system	pull_request	live_link	2026-08-26	2026-09-01	2026-09-15	Public PR 4883 merged on 2026-08-30; Browser verification found the exact direct FrontendAtlas href in permanent guide content with no rel attribute, no noindex signal, and no intermediary	https://github.com/alpinejs/alpine/pull/4883
mobx.js.org	mobx.js.org	MobX React integration tracking boundaries	official_docs	https://mobx.js.org/react-integration.html	https://frontendatlas.com/react/trivia/react-render-props-vs-hocs	pull_request	submitted	2026-08-26	2026-09-01	2026-09-09	Public PR 4704 is open and proposes an observer-boundary clarification with optional further reading; no off-GitHub FrontendAtlas placement is verified while the PR remains unmerged	https://github.com/mobxjs/mobx/pull/4704
vuetifyjs.com	0.vuetifyjs.com	Vuetify0 Nuxt SSR integration guide	official_docs	https://0.vuetifyjs.com/guide/integration/nuxt	https://frontendatlas.com/vue/trivia/vue-v-for-keys-why-not-index	pull_request	live_link	2026-08-26	2026-09-01	2026-09-15	Public PR 930 merged on 2026-08-27; Browser verification found the exact direct FrontendAtlas href in permanent guide content with rel noopener noreferrer and no nofollow ugc or sponsored token on the self-canonical live page	https://github.com/vuetifyjs/0/pull/930
codebar.io	tutorials.codebar.io	codebar Other Useful Resources	open_source_resource	https://tutorials.codebar.io/	https://frontendatlas.com/interview-questions/essential	issue	submitted	2026-09-01	2026-09-01	2026-09-15	Public issue 517 is open and asks whether Essential 60 fits the existing useful-resources section with full freemium disclosure; no off-GitHub placement is verified	https://github.com/codebar/tutorials/issues/517
fof.tg	ressources.fof.tg	Design Atlas public resource catalog	directory	https://ressources.fof.tg/	https://frontendatlas.com/machine-coding	issue	submitted	2026-08-31	2026-09-01	2026-09-14	Public issue 9 is open after the public submission dialog failed to advance and includes the intended affiliation-disclosed resource details; no off-GitHub FrontendAtlas placement is verified	https://github.com/massdx/design-atlas/issues/9
alterity-git.github.io	alterity-git.github.io	Building Inclusive Open Source D-IWP references	open_source_resource	https://github.com/alterity-git/building-inclusive-open-source-software/blob/main/docs/D-IWP.md	https://frontendatlas.com/html/trivia/web-accessibility-make-page-accessible	issue	submitted	2026-08-31	2026-09-01	2026-09-14	Public issue 94 is open and proposes one accessibility review workflow in Useful references; no off-GitHub FrontendAtlas placement is verified	https://github.com/alterity-git/building-inclusive-open-source-software/issues/94
resumax.ai	resumax.ai	Software Engineer Roadmaps frontend interview prep	open_source_resource	https://github.com/resumax/software-engineer-roadmaps/blob/main/roadmaps/frontend-engineer.md	https://frontendatlas.com/interview-questions/essential	issue	submitted	2026-08-31	2026-09-01	2026-09-14	Public issue 1 is open as a pre-edit eligibility question because the roadmap policy says resources are free and open source while Essential 60 is freemium; no off-GitHub placement is verified	https://github.com/resumax/software-engineer-roadmaps/issues/1
visualstudio.com	marketplace.visualstudio.com	ReactToolkit curated React resources	directory	https://marketplace.visualstudio.com/items?itemName=drbarzaga.reacttoolkit	https://frontendatlas.com/guides/framework-prep/react-prep-path	issue	submitted	2026-08-31	2026-09-01	2026-09-14	Public issue 24 is open and proposes the React preparation path under Learning and Interview Preparation with freemium disclosure; no published catalog placement is verified	https://github.com/drbarzaga/ReactToolkit-VSCE/issues/24
solidjs.com	docs.solidjs.com	Solid fine-grained reactivity DOM bindings	official_docs	https://docs.solidjs.com/advanced-concepts/fine-grained-reactivity	https://frontendatlas.com/vue/trivia/vue-v-bind-reactive-attributes	issue	submitted	2026-08-26	2026-09-01	2026-09-09	Public issue 1637 is open and proposes a standalone Solid DOM-binding example plus an optional disclosed Vue comparison; no off-GitHub FrontendAtlas placement is verified	https://github.com/solidjs/solid-docs/issues/1637
quasar.dev	quasar.dev	Quasar Fetching Data SSR considerations	official_docs	https://quasar.dev/quasar-cli-vite/fetching-data/	https://frontendatlas.com/vue/trivia/vue-provide-inject-vs-prop-drilling-tradeoffs	issue	human_negative	2026-08-26	2026-09-01		Public issue 18529 was closed not planned after a maintainer stated that the page already covers the Quasar-specific substance and that the documentation prefers primary sources; no off-GitHub FrontendAtlas link exists and duplicate outreach is suppressed	https://github.com/quasarframework/quasar/issues/18529
codeyourfuture.io	curriculum.codeyourfuture.io	CodeYourFuture technical interview useful links	open_source_resource	https://github.com/CodeYourFuture/curriculum/blob/main/org-cyf-guides/content/employability/interview/technical-interview-prep/useful-links/index.md	https://frontendatlas.com/guides/framework-prep/javascript-prep-path	issue	submitted	2026-08-26	2026-09-01	2026-09-09	Public issue 1992 is open and proposes a structured practice loop with one affiliation-disclosed optional resource; no off-GitHub FrontendAtlas placement is verified	https://github.com/CodeYourFuture/curriculum/issues/1992
babeljs.io	babeljs.io	Babel JSX Fragment transform documentation	official_docs	https://babeljs.io/docs/babel-plugin-transform-react-jsx	https://frontendatlas.com/react/trivia/react-fragments-dom-and-reconciliation	issue	submitted	2026-08-26	2026-09-01	2026-09-09	Public issue 3241 is open and proposes clarifying compiler-versus-runtime Fragment behavior with an optional affiliation-disclosed companion; no off-GitHub FrontendAtlas placement is verified	https://github.com/babel/website/issues/3241
